system:time_start,NDVI for pixel Lon:-72.02 Lat:-9.16
"May 26, 1984",
"Jul 4, 1984",
"Aug 5, 1984",0.825
"Aug 14, 1984",0.759
"Aug 30, 1984",0.768
"Sep 15, 1984",0.8
"Jun 14, 1985",0.819
"Jun 30, 1985",
"Jul 16, 1985",
"Jul 23, 1985",0.832
"Aug 24, 1985",0.572
"Sep 9, 1985",0.741
"May 16, 1986",
"Jun 1, 1986",0.824
"Jun 17, 1986",0.825
"Jul 3, 1986",0.81
"Jul 10, 1986",0.833
"Jul 19, 1986",0.845
"Jul 26, 1986",0.803
"Aug 4, 1986",0.813
"Aug 11, 1986",0.785
"Sep 12, 1986",
"Sep 21, 1986",
"Oct 7, 1986",0.843
"Oct 14, 1986",0.839
"May 19, 1987",0.848
"May 26, 1987",0.795
"Jun 11, 1987",0.844
"Jun 20, 1987",0.86
"Jun 27, 1987",0.842
"Jul 13, 1987",0.828
"Jul 29, 1987",0.814
"Aug 14, 1987",0.8
"Aug 30, 1987",0.774
"Sep 8, 1987",0.793
"Sep 15, 1987",0.724
"Sep 24, 1987",
"Oct 1, 1987",0.78
"Oct 10, 1987",
"May 12, 1988",
"Jun 13, 1988",0.819
"Jun 22, 1988",0.839
"Jul 15, 1988",0.815
"Jul 24, 1988",
"Aug 16, 1988",
"Aug 25, 1988",0.751
"Sep 1, 1988",
"Sep 10, 1988",0.779
"Sep 26, 1988",
"May 8, 1989",0.841
"May 24, 1989",0.74
"Jun 9, 1989",
"Jul 2, 1989",
"Jul 18, 1989",0.838
"Jul 27, 1989",
"Aug 3, 1989",0.766
"Aug 12, 1989",0.809
"Aug 19, 1989",
"Sep 4, 1989",0.861
"Sep 13, 1989",0.822
"Feb 4, 1990",0.821
"Mar 15, 1990",0.839
"Apr 16, 1990",
"May 18, 1990",
"May 27, 1990",
"Jun 19, 1990",0.821
"Jun 28, 1990",0.827
"Jul 14, 1990",0.808
"Jul 30, 1990",
"Aug 6, 1990",0.76
"Aug 31, 1990",0.695
"Sep 7, 1990",0.815
"Sep 16, 1990",0.805
"Sep 23, 1990",0.802
"Oct 2, 1990",0.819
"Mar 18, 1991",
"May 14, 1991",0.711
"May 21, 1991",
"May 30, 1991",
"Jun 6, 1991",0.832
"Jun 15, 1991",0.767
"Jun 22, 1991",0.836
"Jul 1, 1991",0.779
"Jul 8, 1991",0.747
"Jul 17, 1991",0.77
"Jul 24, 1991",0.753
"Aug 9, 1991",0.745
"Aug 18, 1991",0.516
"Sep 10, 1991",0.318
"Sep 26, 1991",
"Oct 5, 1991",0.751
"Oct 12, 1991",0.744
"Oct 21, 1991",
"Feb 1, 1992",0.588
"Apr 21, 1992",
"Apr 30, 1992",0.804
"May 7, 1992",
"Jun 17, 1992",0.791
"Jun 24, 1992",0.778
"Jul 26, 1992",0.819
"Aug 4, 1992",
"Aug 27, 1992",0.765
"Sep 5, 1992",
"Sep 21, 1992",0.788
"Sep 28, 1992",0.786
"Nov 15, 1992",0.748
"May 3, 1993",
"May 10, 1993",0.789
"Jun 4, 1993",0.844
"Jun 27, 1993",0.757
"Jul 6, 1993",0.825
"Jul 22, 1993",
"Aug 7, 1993",0.786
"Aug 14, 1993",0.722
"Aug 30, 1993",0.803
"Sep 8, 1993",0.762
"Oct 10, 1993",
"Apr 27, 1994",
"May 29, 1994",0.647
"Jun 14, 1994",
"Jun 30, 1994",0.835
"Aug 1, 1994",0.778
"Aug 10, 1994",0.775
"Aug 17, 1994",0.728
"Nov 5, 1994",
"Mar 29, 1995",0.756
"Apr 14, 1995",0.838
"Jun 17, 1995",0.841
"Jul 3, 1995",0.818
"Jul 19, 1995",0.82
"Jul 28, 1995",
"Aug 29, 1995",0.463
"Sep 5, 1995",0.272
"Sep 14, 1995",0.695
"Oct 7, 1995",0.813
"Oct 16, 1995",0.823
"Nov 1, 1995",
"Nov 8, 1995",
"Feb 21, 1996",
"Mar 8, 1996",0.784
"May 18, 1996",0.853
"Jun 12, 1996",0.825
"Jun 19, 1996",0.811
"Jul 5, 1996",0.844
"Jul 14, 1996",0.778
"Jul 21, 1996",
"Jul 30, 1996",
"Aug 6, 1996",
"Sep 7, 1996",
"Sep 16, 1996",
"Sep 23, 1996",
"Oct 2, 1996",0.827
"Oct 18, 1996",0.86
"Oct 25, 1996",
"Nov 3, 1996",
"Nov 10, 1996",0.872
"Nov 26, 1996",0.836
"Dec 21, 1996",0.839
"Feb 14, 1997",0.862
"May 30, 1997",0.778
"Jun 22, 1997",0.836
"Jul 8, 1997",
"Jul 17, 1997",0.83
"Jul 24, 1997",0.802
"Aug 9, 1997",0.818
"Aug 18, 1997",0.846
"Aug 25, 1997",0.788
"Sep 3, 1997",0.786
"Sep 10, 1997",0.699
"Sep 19, 1997",
"Oct 5, 1997",
"Oct 12, 1997",
"Jan 9, 1998",
"Feb 1, 1998",
"Feb 26, 1998",
"May 8, 1998",0.857
"May 24, 1998",
"Jun 9, 1998",0.799
"Jun 18, 1998",0.834
"Jul 4, 1998",0.829
"Jul 20, 1998",
"Jul 27, 1998",
"Aug 5, 1998",
"Aug 12, 1998",0.808
"Aug 21, 1998",0.779
"Aug 28, 1998",0.767
"Sep 6, 1998",0.798
"Sep 13, 1998",0.804
"Sep 22, 1998",0.819
"Sep 29, 1998",
"Nov 9, 1998",0.773
"Dec 18, 1998",
"Mar 8, 1999",
"Mar 24, 1999",0.819
"Jun 21, 1999",
"Jul 7, 1999",0.855
"Jul 23, 1999",
"Jul 30, 1999",0.811
"Aug 15, 1999",
"Aug 24, 1999",
"Aug 31, 1999",0.774
"Oct 11, 1999",0.805
"Oct 18, 1999",0.831
"Oct 27, 1999",0.836
"Nov 3, 1999",
"Mar 19, 2000",
"Mar 26, 2000",
"May 22, 2000",0.322
"May 29, 2000",
"Jun 7, 2000",
"Jun 14, 2000",0.794
"Jun 30, 2000",0.825
"Jul 9, 2000",
"Jul 25, 2000",0.832
"Jul 25, 2000",0.828
"Aug 1, 2000",0.804
"Aug 17, 2000",0.857
"Aug 26, 2000",
"Sep 2, 2000",0.794
"Sep 11, 2000",0.299
"Sep 18, 2000",
"Sep 27, 2000",
"Oct 4, 2000",
"Oct 13, 2000",0.814
"Nov 14, 2000",
"Feb 9, 2001",
"Mar 13, 2001",0.811
"Apr 23, 2001",
"May 9, 2001",
"May 25, 2001",
"Jun 1, 2001",
"Jun 10, 2001",
"Jun 17, 2001",0.796
"Jun 26, 2001",0.843
"Jul 12, 2001",0.827
"Jul 19, 2001",
"Aug 4, 2001",0.817
"Aug 20, 2001",0.708
"Aug 29, 2001",0.822
"Sep 21, 2001",
"Sep 30, 2001",
"Oct 7, 2001",0.831
"Nov 8, 2001",0.797
"Nov 17, 2001",
"Nov 24, 2001",
"Dec 26, 2001",
"Jan 4, 2002",0.843
"Jan 20, 2002",
"Jun 23, 2003",
"Jul 2, 2003",0.827
"Jul 9, 2003",0.67
"Jul 25, 2003",
"Aug 19, 2003",0.801
"Aug 26, 2003",0.766
"Sep 4, 2003",
"Sep 11, 2003",0.736
"Sep 20, 2003",0.755
"Sep 27, 2003",0.812
"Oct 6, 2003",
"Oct 13, 2003",0.814
"Nov 30, 2003",
"Dec 9, 2003",0.784
"Mar 14, 2004",
"Apr 22, 2004",0.778
"May 8, 2004",0.824
"Jun 9, 2004",
"Jun 18, 2004",0.784
"Jun 25, 2004",
"Jul 4, 2004",0.828
"Jul 27, 2004",
"Aug 12, 2004",0.78
"Aug 21, 2004",0.825
"Aug 28, 2004",0.803
"Sep 13, 2004",
"Sep 22, 2004",
"Sep 29, 2004",0.788
"Oct 31, 2004",0.766
"Nov 9, 2004",0.815
"Nov 25, 2004",0.858
"Apr 2, 2005",0.835
"May 4, 2005",0.834
"May 20, 2005",
"May 27, 2005",0.821
"Jun 5, 2005",
"Jun 12, 2005",0.759
"Jun 28, 2005",
"Jul 7, 2005",
"Jul 14, 2005",0.8
"Jul 23, 2005",0.833
"Jul 30, 2005",0.811
"Aug 8, 2005",0.801
"Aug 24, 2005",0.789
"Aug 31, 2005",0.743
"Sep 9, 2005",0.774
"Sep 16, 2005",0.778
"Sep 25, 2005",0.782
"Oct 2, 2005",
"Oct 18, 2005",
"Nov 3, 2005",
"Nov 19, 2005",
"Apr 21, 2006",0.843
"Apr 28, 2006",
"May 7, 2006",0.813
"May 14, 2006",0.812
"May 30, 2006",
"Jun 15, 2006",0.779
"Jun 24, 2006",0.717
"Jul 1, 2006",0.825
"Jul 17, 2006",0.782
"Aug 2, 2006",0.811
"Aug 11, 2006",
"Aug 27, 2006",
"Sep 3, 2006",0.79
"Sep 12, 2006",
"Sep 19, 2006",
"Sep 28, 2006",0.83
"Oct 30, 2006",0.843
"Nov 15, 2006",
"Nov 22, 2006",
"Feb 26, 2007",0.77
"May 1, 2007",0.779
"May 26, 2007",0.744
"Jun 11, 2007",0.819
"Jun 27, 2007",
"Jul 4, 2007",0.803
"Jul 29, 2007",0.815
"Aug 5, 2007",0.778
"Aug 21, 2007",0.74
"Sep 15, 2007",0.808
"Sep 22, 2007",0.823
"Oct 1, 2007",
"May 19, 2008",0.645
"Jun 4, 2008",
"Jun 20, 2008",0.819
"Jun 29, 2008",0.783
"Jul 6, 2008",0.808
"Jul 15, 2008",0.788
"Jul 22, 2008",
"Jul 31, 2008",0.789
"Aug 7, 2008",
"Aug 16, 2008",0.807
"Aug 23, 2008",0.766
"Sep 1, 2008",0.794
"Sep 8, 2008",
"Sep 17, 2008",
"Sep 24, 2008",0.812
"Oct 3, 2008",0.823
"Oct 10, 2008",0.79
"Apr 4, 2009",0.814
"May 15, 2009",0.784
"Jun 7, 2009",
"Jun 16, 2009",
"Jul 2, 2009",0.838
"Jul 9, 2009",
"Jul 18, 2009",
"Aug 19, 2009",
"Sep 4, 2009",0.793
"Sep 20, 2009",
"Sep 27, 2009",
"Oct 6, 2009",
"Oct 22, 2009",
"Nov 14, 2009",
"Feb 11, 2010",0.572
"Apr 16, 2010",0.78
"May 18, 2010",
"Jun 26, 2010",0.816
"Jul 5, 2010",0.825
"Jul 21, 2010",
"Jul 28, 2010",0.767
"Aug 6, 2010",0.783
"Aug 13, 2010",0.757
"Sep 14, 2010",
"Sep 23, 2010",0.752
"Sep 30, 2010",0.776
"Feb 5, 2011",0.782
"Mar 18, 2011",
"Apr 3, 2011",
"Apr 10, 2011",
"Apr 19, 2011",0.46
"May 5, 2011",0.832
"May 12, 2011",
"May 28, 2011",
"Jun 6, 2011",0.827
"Jun 13, 2011",0.83
"Jun 22, 2011",0.786
"Jul 15, 2011",
"Jul 24, 2011",0.796
"Jul 31, 2011",
"Aug 9, 2011",0.8
"Aug 16, 2011",0.815
"Aug 25, 2011",0.805
"Sep 1, 2011",
"Sep 17, 2011",
"Oct 28, 2011",
