system:time_start,NDVI for pixel Lon:-71.96 Lat:-9.20
"Aug 15, 1999",
"Aug 24, 1999",
"Aug 24, 1999",
"Aug 31, 1999",0.784
"Sep 9, 1999",0.797
"Sep 9, 1999",0.798
"Sep 25, 1999",
"Sep 25, 1999",
"Oct 11, 1999",0.814
"Oct 11, 1999",0.818
"Oct 18, 1999",0.819
"Oct 27, 1999",0.835
"Oct 27, 1999",0.821
"Nov 3, 1999",
"Nov 28, 1999",
"Mar 3, 2000",
"Mar 19, 2000",
"Mar 26, 2000",
"May 22, 2000",0.199
"May 29, 2000",
"Jun 7, 2000",
"Jun 7, 2000",
"Jun 14, 2000",0.732
"Jun 30, 2000",0.839
"Jul 9, 2000",
"Jul 9, 2000",
"Jul 25, 2000",0.826
"Jul 25, 2000",0.801
"Aug 1, 2000",0.801
"Aug 10, 2000",0.771
"Aug 17, 2000",0.818
"Aug 26, 2000",
"Aug 26, 2000",
"Sep 2, 2000",0.78
"Sep 11, 2000",0.805
"Sep 11, 2000",0.797
"Sep 18, 2000",
"Sep 27, 2000",0.771
"Sep 27, 2000",0.769
"Oct 4, 2000",
"Oct 13, 2000",0.818
"Nov 14, 2000",
"Nov 14, 2000",
"Jan 1, 2001",
"Feb 9, 2001",
"Mar 6, 2001",
"Mar 13, 2001",0.715
"Apr 23, 2001",
"Apr 23, 2001",
"May 9, 2001",
"May 9, 2001",
"May 25, 2001",
"May 25, 2001",
"Jun 1, 2001",
"Jun 10, 2001",
"Jun 10, 2001",
"Jun 17, 2001",0.768
"Jun 26, 2001",0.824
"Jun 26, 2001",0.826
"Jul 12, 2001",0.829
"Jul 12, 2001",0.837
"Jul 19, 2001",0.79
"Aug 4, 2001",0.8
"Aug 13, 2001",0.783
"Aug 20, 2001",0.701
"Aug 29, 2001",0.812
"Sep 14, 2001",
"Sep 21, 2001",
"Sep 30, 2001",
"Sep 30, 2001",
"Oct 7, 2001",0.849
"Nov 8, 2001",0.734
"Nov 17, 2001",
"Nov 24, 2001",
"Dec 3, 2001",
"Dec 26, 2001",
"Jan 4, 2002",0.631
"Jan 4, 2002",0.641
"Jan 20, 2002",
"Jan 20, 2002",
"Jun 23, 2003",0.845
"Jul 2, 2003",0.812
"Jul 2, 2003",0.822
"Jul 9, 2003",0.806
"Jul 25, 2003",
"Aug 19, 2003",0.812
"Aug 26, 2003",0.77
"Sep 4, 2003",
"Sep 4, 2003",
"Sep 11, 2003",0.773
"Sep 20, 2003",0.732
"Sep 27, 2003",0.754
"Oct 6, 2003",0.724
"Oct 13, 2003",0.812
"Nov 30, 2003",
"Dec 9, 2003",
"Mar 14, 2004",0.75
"Apr 22, 2004",0.762
"May 8, 2004",0.778
"Jun 9, 2004",
"Jun 18, 2004",
"Jun 25, 2004",
"Jul 4, 2004",0.793
"Jul 27, 2004",0.754
"Aug 12, 2004",0.781
"Aug 21, 2004",
"Aug 21, 2004",
"Aug 28, 2004",0.803
"Sep 13, 2004",
"Sep 22, 2004",
"Sep 29, 2004",0.8
"Oct 31, 2004",
"Nov 9, 2004",
"Nov 25, 2004",0.824
"Nov 25, 2004",0.806
"Apr 2, 2005",0.833
"Apr 2, 2005",0.851
"May 4, 2005",0.841
"May 4, 2005",0.841
"May 20, 2005",
"May 27, 2005",0.712
"Jun 5, 2005",
"Jun 12, 2005",
"Jun 28, 2005",
"Jul 7, 2005",
"Jul 7, 2005",0.654
"Jul 14, 2005",0.832
"Jul 23, 2005",0.806
"Jul 30, 2005",0.77
"Aug 8, 2005",0.767
"Aug 8, 2005",0.77
"Aug 24, 2005",0.754
"Aug 24, 2005",0.766
"Aug 31, 2005",0.764
"Sep 9, 2005",0.727
"Sep 16, 2005",0.751
"Sep 25, 2005",0.757
"Oct 2, 2005",
"Oct 18, 2005",
"Nov 3, 2005",0.71
"Nov 19, 2005",
"Apr 21, 2006",
"Apr 28, 2006",0.828
"May 7, 2006",0.826
"May 7, 2006",
"May 14, 2006",0.854
"May 30, 2006",
"Jun 15, 2006",0.805
"Jun 24, 2006",0.842
"Jul 1, 2006",0.811
"Jul 17, 2006",0.763
"Aug 2, 2006",0.808
"Aug 11, 2006",
"Aug 27, 2006",
"Aug 27, 2006",
"Sep 3, 2006",0.771
"Sep 12, 2006",
"Sep 12, 2006",
"Sep 19, 2006",
"Sep 28, 2006",0.804
"Sep 28, 2006",
"Oct 30, 2006",0.831
"Oct 30, 2006",0.848
"Nov 15, 2006",0.838
"Nov 22, 2006",0.847
"Feb 19, 2007",
"May 1, 2007",0.821
"May 26, 2007",0.738
"Jun 11, 2007",0.82
"Jun 27, 2007",
"Jul 4, 2007",0.814
"Jul 29, 2007",0.805
"Aug 5, 2007",0.757
"Aug 21, 2007",0.693
"Aug 30, 2007",0.755
"Sep 15, 2007",
"Sep 22, 2007",0.797
"Oct 1, 2007",
"May 19, 2008",
"Jun 4, 2008",
"Jun 20, 2008",0.809
"Jun 29, 2008",0.524
"Jul 6, 2008",0.394
"Jul 15, 2008",
"Jul 22, 2008",0.42
"Jul 31, 2008",
"Aug 7, 2008",
"Aug 16, 2008",0.459
"Aug 23, 2008",0.445
"Sep 1, 2008",0.581
"Sep 8, 2008",0.462
"Sep 17, 2008",
"Sep 24, 2008",0.542
"Oct 3, 2008",0.542
"Oct 10, 2008",0.654
"Apr 4, 2009",0.615
"May 15, 2009",0.784
"May 15, 2009",0.789
"Jun 7, 2009",0.708
"Jun 16, 2009",
"Jul 2, 2009",0.819
"Jul 9, 2009",
"Jul 18, 2009",
"Aug 19, 2009",
"Sep 4, 2009",0.767
"Sep 4, 2009",0.781
"Sep 20, 2009",
"Sep 27, 2009",0.763
"Oct 6, 2009",
"Oct 6, 2009",
"Oct 22, 2009",
"Oct 22, 2009",
"Nov 14, 2009",
"Feb 11, 2010",
"Apr 16, 2010",
"May 18, 2010",
"Jun 26, 2010",0.789
"Jul 5, 2010",0.807
"Jul 21, 2010",0.786
"Jul 28, 2010",0.764
"Aug 6, 2010",0.678
"Aug 6, 2010",0.661
"Aug 13, 2010",0.634
"Sep 14, 2010",
"Sep 23, 2010",0.356
"Sep 30, 2010",0.287
"Feb 5, 2011",0.762
"Mar 18, 2011",
"Apr 3, 2011",
"Apr 10, 2011",
"Apr 19, 2011",0.676
"Apr 19, 2011",0.679
"May 5, 2011",0.704
"May 5, 2011",0.715
"May 12, 2011",0.709
"May 28, 2011",0.601
"Jun 6, 2011",
"Jun 6, 2011",0.711
"Jun 13, 2011",0.769
"Jun 22, 2011",0.525
"Jul 15, 2011",
"Jul 24, 2011",0.575
"Jul 31, 2011",
"Aug 9, 2011",0.726
"Aug 16, 2011",0.591
"Aug 25, 2011",0.593
"Sep 1, 2011",
"Sep 17, 2011",
"Oct 28, 2011",
"Oct 28, 2011",
