system:time_start,bi
"Apr 2, 1990",44.027
"Apr 3, 1990",45.996
"Apr 4, 1990",59.669
"Apr 5, 1990",58.198
"Apr 6, 1990",44.238
"Apr 7, 1990",50.29
"Apr 8, 1990",61.002
"Apr 9, 1990",52.469
"Apr 10, 1990",47.857
"Apr 11, 1990",52.919
"Apr 12, 1990",63.358
"Apr 13, 1990",64.583
"Apr 14, 1990",53.275
"Apr 15, 1990",65.903
"Apr 16, 1990",84.478
"Apr 17, 1990",81.383
"Apr 18, 1990",67.743
"Apr 19, 1990",55.268
"Apr 20, 1990",55.215
"Apr 21, 1990",63.286
"Apr 22, 1990",68.293
"Apr 23, 1990",0
"Apr 24, 1990",0
"Apr 25, 1990",0
"Apr 26, 1990",59.921
"Apr 27, 1990",66.279
"Apr 28, 1990",78.756
"Apr 29, 1990",0
"Apr 30, 1990",93.652
"May 1, 1990",80.723
"May 2, 1990",0
"May 3, 1990",48.407
"May 4, 1990",47.292
"May 5, 1990",68.994
"May 6, 1990",65.8
"May 7, 1990",60.406
"May 8, 1990",86.882
"May 9, 1990",69.721
"May 10, 1990",100.35
"May 11, 1990",95.525
"May 12, 1990",72.321
"May 13, 1990",80.017
"May 14, 1990",83.411
"May 15, 1990",84.445
"May 16, 1990",58.648
"May 17, 1990",78.278
"May 18, 1990",91.705
"May 19, 1990",93.604
"May 20, 1990",79.108
"May 21, 1990",54.426
"May 22, 1990",62.631
"May 23, 1990",68.611
"May 24, 1990",95.25
"May 25, 1990",88.712
"May 26, 1990",88.66
"May 27, 1990",82.832
"May 28, 1990",116.349
"May 29, 1990",88.774
"May 30, 1990",73.582
"May 31, 1990",83.526
"Jun 1, 1990",92.875
"Jun 2, 1990",62.729
"Jun 3, 1990",67.972
"Jun 4, 1990",81.34
"Jun 5, 1990",104.065
"Jun 6, 1990",97.731
"Jun 7, 1990",0
"Jun 8, 1990",0
"Jun 9, 1990",0
"Jun 10, 1990",0
"Jun 11, 1990",69.085
"Jun 12, 1990",89.078
"Jun 13, 1990",98.357
"Jun 14, 1990",83.129
"Jun 15, 1990",93.446
"Jun 16, 1990",83.103
"Jun 17, 1990",78.228
"Jun 18, 1990",72.884
"Jun 19, 1990",86.753
"Jun 20, 1990",75.56
"Jun 21, 1990",84.765
"Jun 22, 1990",81.622
"Jun 23, 1990",88.21
"Jun 24, 1990",85.595
"Jun 25, 1990",78.175
"Jun 26, 1990",66.721
"Jun 27, 1990",79.337
"Jun 28, 1990",82.799
"Jun 29, 1990",77.582
"Jun 30, 1990",0
"Jul 1, 1990",70.145
"Jul 2, 1990",67.006
"Jul 3, 1990",0
"Jul 4, 1990",49.72
"Jul 5, 1990",0
"Jul 6, 1990",0
"Jul 7, 1990",0
"Jul 8, 1990",0
"Jul 9, 1990",0
"Jul 10, 1990",0
"Jul 11, 1990",0
"Jul 12, 1990",0
"Jul 13, 1990",0
"Jul 14, 1990",0
"Jul 15, 1990",0
"Jul 16, 1990",23.441
"Jul 17, 1990",0
"Jul 18, 1990",0
"Jul 19, 1990",0
"Jul 20, 1990",0
"Jul 21, 1990",0
"Jul 22, 1990",22.433
"Jul 23, 1990",0
"Jul 24, 1990",0
"Jul 25, 1990",0
"Jul 26, 1990",27.029
"Jul 27, 1990",25.976
"Jul 28, 1990",0
"Jul 29, 1990",0
"Jul 30, 1990",0
"Jul 31, 1990",0
"Aug 1, 1990",0
"Aug 2, 1990",0
"Aug 3, 1990",0
"Aug 4, 1990",0
"Aug 5, 1990",0
"Aug 6, 1990",0
"Aug 7, 1990",0
"Aug 8, 1990",23.106
"Aug 9, 1990",25.61
"Aug 10, 1990",23.964
"Aug 11, 1990",23.656
"Aug 12, 1990",0
"Aug 13, 1990",0
"Aug 14, 1990",0
"Aug 15, 1990",0
"Aug 16, 1990",19.659
"Aug 17, 1990",20.986
"Aug 18, 1990",0
"Aug 19, 1990",0
"Aug 20, 1990",0
"Aug 21, 1990",20.814
"Aug 22, 1990",0
"Aug 23, 1990",25.287
"Aug 24, 1990",27.907
"Aug 25, 1990",0
"Aug 26, 1990",22.773
"Aug 27, 1990",21.474
"Aug 28, 1990",0
"Aug 29, 1990",24.637
"Aug 30, 1990",24.316
"Aug 31, 1990",0
"Sep 1, 1990",0
"Sep 2, 1990",0
"Sep 3, 1990",24.146
"Sep 4, 1990",29.801
"Sep 5, 1990",0
"Sep 6, 1990",0
"Sep 7, 1990",19.302
"Sep 8, 1990",19.087
"Sep 9, 1990",21.23
"Sep 10, 1990",22.866
"Sep 11, 1990",25.617
"Sep 12, 1990",34.315
"Sep 13, 1990",0
"Sep 14, 1990",0
"Sep 15, 1990",0
"Sep 16, 1990",0
"Sep 17, 1990",27.5
"Sep 18, 1990",33.865
"Sep 19, 1990",33.105
"Sep 20, 1990",35.176
"Sep 21, 1990",0
"Sep 22, 1990",0
"Sep 23, 1990",0
"Sep 24, 1990",18.929
"Sep 25, 1990",22.35
"Sep 26, 1990",21.752
"Sep 27, 1990",28.055
"Sep 28, 1990",29.351
"Sep 29, 1990",0
"Sep 30, 1990",0
"Oct 1, 1990",0
"Oct 2, 1990",0
"Oct 3, 1990",22.331
"Oct 4, 1990",23.385
"Oct 5, 1990",0
"Oct 6, 1990",24.778
"Oct 7, 1990",28.612
"Oct 8, 1990",28.608
"Oct 9, 1990",32.33
"Oct 10, 1990",28.065
"Oct 11, 1990",32.899
"Oct 12, 1990",26.919
"Oct 13, 1990",37.358
"Oct 14, 1990",36.303
"Oct 15, 1990",33.26
"Oct 16, 1990",37.616
"Oct 17, 1990",27.421
"Oct 18, 1990",33.16
"Oct 19, 1990",43.109
"Oct 20, 1990",41.633
"Oct 21, 1990",34.418
"Oct 22, 1990",30.052
"Oct 23, 1990",25.687
"Oct 24, 1990",31.933
"Oct 25, 1990",34.411
"Oct 26, 1990",31.992
"Oct 27, 1990",39.683
"Oct 28, 1990",48.744
"Oct 29, 1990",39.04
"Oct 30, 1990",39.949
"Oct 31, 1990",0
"Nov 1, 1990",52.998
"Nov 2, 1990",0
"Nov 3, 1990",35.083
"Nov 4, 1990",30.741
"Nov 5, 1990",37.097
"Nov 6, 1990",0
"Nov 7, 1990",0
"Nov 8, 1990",0
"Nov 9, 1990",32.246
"Nov 10, 1990",28.069
"Nov 11, 1990",31.177
"Nov 12, 1990",38.894
"Nov 13, 1990",38.87
"Nov 14, 1990",33.849
"Nov 15, 1990",33.626
"Nov 16, 1990",41.111
"Nov 17, 1990",43.125
"Nov 18, 1990",43.085
"Nov 19, 1990",53.986
"Nov 20, 1990",0
"Nov 21, 1990",0
"Nov 22, 1990",36.829
"Nov 23, 1990",39.901
"Nov 24, 1990",33.363
"Nov 25, 1990",37.004
"Nov 26, 1990",0
"Nov 27, 1990",34.368
"Nov 28, 1990",32.04
"Nov 29, 1990",52.323
"Nov 30, 1990",31.586
"Dec 1, 1990",38.776
"Dec 2, 1990",46.477
"Dec 3, 1990",53.591
"Dec 4, 1990",63.817
"Dec 5, 1990",45.661
"Dec 6, 1990",52.072
"Dec 7, 1990",62.121
"Dec 8, 1990",57.911
"Dec 9, 1990",44.003
"Dec 10, 1990",51.457
"Dec 11, 1990",58.818
"Dec 12, 1990",0
"Dec 13, 1990",0
"Dec 14, 1990",0
"Dec 15, 1990",0
"Dec 16, 1990",0
"Dec 17, 1990",56.057
"Dec 18, 1990",44.243
"Dec 19, 1990",73.357
"Dec 20, 1990",0
"Dec 21, 1990",0
"Dec 22, 1990",0
"Dec 23, 1990",44.14
"Dec 24, 1990",51.572
"Dec 25, 1990",43.573
"Dec 26, 1990",0
"Dec 27, 1990",0
"Dec 28, 1990",0
"Dec 29, 1990",63.585
"Dec 30, 1990",36.332
"Dec 31, 1990",35.384
"Jan 1, 1991",33.819
"Jan 2, 1991",30.168
"Jan 3, 1991",-0
"Jan 4, 1991",-0
"Jan 5, 1991",-0
"Jan 6, 1991",-0
"Jan 7, 1991",21.12
"Jan 8, 1991",-0
"Jan 9, 1991",30.496
"Jan 10, 1991",29.022
"Jan 11, 1991",23.451
"Jan 12, 1991",27.31
"Jan 13, 1991",29.076
"Jan 14, 1991",42.72
"Jan 15, 1991",36.978
"Jan 16, 1991",-0
"Jan 17, 1991",-0
"Jan 18, 1991",22.988
"Jan 19, 1991",31.694
"Jan 20, 1991",30.93
"Jan 21, 1991",-0
"Jan 22, 1991",-0
"Jan 23, 1991",-0
"Jan 24, 1991",-0
"Jan 25, 1991",24.426
"Jan 26, 1991",30.403
"Jan 27, 1991",36.476
"Jan 28, 1991",-0
"Jan 29, 1991",-0
"Jan 30, 1991",28.111
"Jan 31, 1991",40.915
"Feb 1, 1991",42.005
"Feb 2, 1991",35.712
"Feb 3, 1991",40.271
"Feb 4, 1991",40.08
"Feb 5, 1991",45.438
"Feb 6, 1991",55.167
"Feb 7, 1991",66.059
"Feb 8, 1991",43.957
"Feb 9, 1991",49.03
"Feb 10, 1991",-0
"Feb 11, 1991",-0
"Feb 12, 1991",-0
"Feb 13, 1991",36.975
"Feb 14, 1991",32.203
"Feb 15, 1991",38.192
"Feb 16, 1991",-0
"Feb 17, 1991",48.93
"Feb 18, 1991",-0
"Feb 19, 1991",40.35
"Feb 20, 1991",33.638
"Feb 21, 1991",30.552
"Feb 22, 1991",42.118
"Feb 23, 1991",49.319
"Feb 24, 1991",46.817
"Feb 25, 1991",37.688
"Feb 26, 1991",40
"Feb 27, 1991",-0
"Feb 28, 1991",-0
"Mar 1, 1991",-0
"Mar 2, 1991",-0
"Mar 3, 1991",26.448
"Mar 4, 1991",27.785
"Mar 5, 1991",51.202
"Mar 6, 1991",57.611
"Mar 7, 1991",47.946
"Mar 8, 1991",34.59
"Mar 9, 1991",56.668
"Mar 10, 1991",57.214
"Mar 11, 1991",79.135
"Mar 12, 1991",48.122
"Mar 13, 1991",44.789
"Mar 14, 1991",75.672
"Mar 15, 1991",-0
"Mar 16, 1991",-0
"Mar 17, 1991",40.137
"Mar 18, 1991",54.07
"Mar 19, 1991",82.619
"Mar 20, 1991",-0
"Mar 21, 1991",-0
"Mar 22, 1991",41.412
"Mar 23, 1991",39.659
"Mar 24, 1991",45.411
"Mar 25, 1991",-0
"Mar 26, 1991",-0
"Mar 27, 1991",-0
"Mar 28, 1991",-0
"Mar 29, 1991",39.071
"Mar 30, 1991",35.55
"Mar 31, 1991",48.203
"Apr 1, 1991",56.844
"Apr 2, 1991",44.028
"Apr 3, 1991",32.597
"Apr 4, 1991",46.844
"Apr 5, 1991",38.633
"Apr 6, 1991",53.81
"Apr 7, 1991",68.549
"Apr 8, 1991",59.709
"Apr 9, 1991",45.041
"Apr 10, 1991",76.319
"Apr 11, 1991",111.36
"Apr 12, 1991",70.51
"Apr 13, 1991",63.429
"Apr 14, 1991",44.013
"Apr 15, 1991",65.909
"Apr 16, 1991",81.97
"Apr 17, 1991",82.727
"Apr 18, 1991",60.512
"Apr 19, 1991",53.955
"Apr 20, 1991",67.498
"Apr 21, 1991",85.447
"Apr 22, 1991",68.093
"Apr 23, 1991",63.94
"Apr 24, 1991",62.831
"Apr 25, 1991",82.115
"Apr 26, 1991",83.853
"Apr 27, 1991",78.175
"Apr 28, 1991",85.783
"Apr 29, 1991",59.604
"Apr 30, 1991",58.717
"May 1, 1991",85.425
"May 2, 1991",96.234
"May 3, 1991",86.118
"May 4, 1991",65.211
"May 5, 1991",69.528
"May 6, 1991",81.409
"May 7, 1991",84.304
"May 8, 1991",74.852
"May 9, 1991",107.356
"May 10, 1991",116.59
"May 11, 1991",98.377
"May 12, 1991",67.32
"May 13, 1991",80.839
"May 14, 1991",104.464
"May 15, 1991",83.295
"May 16, 1991",71.913
"May 17, 1991",81.162
"May 18, 1991",89.463
"May 19, 1991",67.393
"May 20, 1991",70.185
"May 21, 1991",83.768
"May 22, 1991",73.025
"May 23, 1991",69.923
"May 24, 1991",60.63
"May 25, 1991",75.64
"May 26, 1991",91.949
"May 27, 1991",92.71
"May 28, 1991",85.523
"May 29, 1991",88.645
"May 30, 1991",-0
"May 31, 1991",-0
"Jun 1, 1991",-0
"Jun 2, 1991",-0
"Jun 3, 1991",47.598
"Jun 4, 1991",65.375
"Jun 5, 1991",-0
"Jun 6, 1991",62.41
"Jun 7, 1991",63.801
"Jun 8, 1991",69.288
"Jun 9, 1991",-0
"Jun 10, 1991",-0
"Jun 11, 1991",-0
"Jun 12, 1991",-0
"Jun 13, 1991",-0
"Jun 14, 1991",46.885
"Jun 15, 1991",42.022
"Jun 16, 1991",47.894
"Jun 17, 1991",51.264
"Jun 18, 1991",57.336
"Jun 19, 1991",69.624
"Jun 20, 1991",71.216
"Jun 21, 1991",71.776
"Jun 22, 1991",69.504
"Jun 23, 1991",70.78
"Jun 24, 1991",74.48
"Jun 25, 1991",74.849
"Jun 26, 1991",81.067
"Jun 27, 1991",77.227
"Jun 28, 1991",67.751
"Jun 29, 1991",-0
"Jun 30, 1991",-0
"Jul 1, 1991",-0
"Jul 2, 1991",-0
"Jul 3, 1991",39.466
"Jul 4, 1991",43.151
"Jul 5, 1991",-0
"Jul 6, 1991",-0
"Jul 7, 1991",-0
"Jul 8, 1991",-0
"Jul 9, 1991",-0
"Jul 10, 1991",42.411
"Jul 11, 1991",40.839
"Jul 12, 1991",-0
"Jul 13, 1991",-0
"Jul 14, 1991",-0
"Jul 15, 1991",-0
"Jul 16, 1991",-0
"Jul 17, 1991",31.272
"Jul 18, 1991",46.241
"Jul 19, 1991",-0
"Jul 20, 1991",-0
"Jul 21, 1991",-0
"Jul 22, 1991",-0
"Jul 23, 1991",-0
"Jul 24, 1991",-0
"Jul 25, 1991",-0
"Jul 26, 1991",-0
"Jul 27, 1991",-0
"Jul 28, 1991",-0
"Jul 29, 1991",-0
"Jul 30, 1991",-0
"Jul 31, 1991",-0
"Aug 1, 1991",-0
"Aug 2, 1991",-0
"Aug 3, 1991",-0
"Aug 4, 1991",-0
"Aug 5, 1991",22.242
"Aug 6, 1991",-0
"Aug 7, 1991",-0
"Aug 8, 1991",-0
"Aug 9, 1991",-0
"Aug 10, 1991",-0
"Aug 11, 1991",-0
"Aug 12, 1991",19.754
"Aug 13, 1991",-0
"Aug 14, 1991",-0
"Aug 15, 1991",-0
"Aug 16, 1991",-0
"Aug 17, 1991",-0
"Aug 18, 1991",-0
"Aug 19, 1991",-0
"Aug 20, 1991",15.51
"Aug 21, 1991",-0
"Aug 22, 1991",-0
"Aug 23, 1991",-0
"Aug 24, 1991",-0
"Aug 25, 1991",-0
"Aug 26, 1991",-0
"Aug 27, 1991",-0
"Aug 28, 1991",-0
"Aug 29, 1991",-0
"Aug 30, 1991",-0
"Aug 31, 1991",16.874
"Sep 1, 1991",19.284
"Sep 2, 1991",23.581
"Sep 3, 1991",21.999
"Sep 4, 1991",-0
"Sep 5, 1991",-0
"Sep 6, 1991",23.395
"Sep 7, 1991",22.188
"Sep 8, 1991",25.109
"Sep 9, 1991",-0
"Sep 10, 1991",24.521
"Sep 11, 1991",-0
"Sep 12, 1991",-0
"Sep 13, 1991",23.304
"Sep 14, 1991",23.985
"Sep 15, 1991",21.935
"Sep 16, 1991",-0
"Sep 17, 1991",-0
"Sep 18, 1991",-0
"Sep 19, 1991",28.591
"Sep 20, 1991",25.462
"Sep 21, 1991",19.651
"Sep 22, 1991",-0
"Sep 23, 1991",21.135
"Sep 24, 1991",19.266
"Sep 25, 1991",20.633
"Sep 26, 1991",25.579
"Sep 27, 1991",23.478
"Sep 28, 1991",28.579
"Sep 29, 1991",23.339
"Sep 30, 1991",23.576
"Oct 1, 1991",25.378
"Oct 2, 1991",34.644
"Oct 3, 1991",41.27
"Oct 4, 1991",40.164
"Oct 5, 1991",34.813
"Oct 6, 1991",28.64
"Oct 7, 1991",31.801
"Oct 8, 1991",32.112
"Oct 9, 1991",39.578
"Oct 10, 1991",55.517
"Oct 11, 1991",45.977
"Oct 12, 1991",38.856
"Oct 13, 1991",45.845
"Oct 14, 1991",44.106
"Oct 15, 1991",38.956
"Oct 16, 1991",54.866
"Oct 17, 1991",47.755
"Oct 18, 1991",42.137
"Oct 19, 1991",42.135
"Oct 20, 1991",51.354
"Oct 21, 1991",-0
"Oct 22, 1991",-0
"Oct 23, 1991",47.037
"Oct 24, 1991",42.838
"Oct 25, 1991",38.805
"Oct 26, 1991",39.659
"Oct 27, 1991",-0
"Oct 28, 1991",41.398
"Oct 29, 1991",-0
"Oct 30, 1991",45.467
"Oct 31, 1991",32.009
"Nov 1, 1991",25.915
"Nov 2, 1991",34.63
"Nov 3, 1991",32.71
"Nov 4, 1991",29.85
"Nov 5, 1991",29.448
"Nov 6, 1991",32.808
"Nov 7, 1991",33.54
"Nov 8, 1991",47.745
"Nov 9, 1991",-0
"Nov 10, 1991",-0
"Nov 11, 1991",26.674
"Nov 12, 1991",46.53
"Nov 13, 1991",-0
"Nov 14, 1991",-0
"Nov 15, 1991",-0
"Nov 16, 1991",-0
"Nov 17, 1991",27.046
"Nov 18, 1991",40.641
"Nov 19, 1991",29.95
"Nov 20, 1991",25.094
"Nov 21, 1991",27.252
"Nov 22, 1991",34.554
"Nov 23, 1991",41.251
"Nov 24, 1991",40.257
"Nov 25, 1991",29.717
"Nov 26, 1991",33.501
"Nov 27, 1991",44.628
"Nov 28, 1991",74.24
"Nov 29, 1991",-0
"Nov 30, 1991",-0
"Dec 1, 1991",28.324
"Dec 2, 1991",39.554
"Dec 3, 1991",41.662
"Dec 4, 1991",45.886
"Dec 5, 1991",34.421
"Dec 6, 1991",37.757
"Dec 7, 1991",51.131
"Dec 8, 1991",39.03
"Dec 9, 1991",42.811
"Dec 10, 1991",-0
"Dec 11, 1991",-0
"Dec 12, 1991",34.235
"Dec 13, 1991",30.05
"Dec 14, 1991",49.706
"Dec 15, 1991",49.385
"Dec 16, 1991",40.418
"Dec 17, 1991",35.447
"Dec 18, 1991",-0
"Dec 19, 1991",-0
"Dec 20, 1991",-0
"Dec 21, 1991",-0
"Dec 22, 1991",29.304
"Dec 23, 1991",-0
"Dec 24, 1991",-0
"Dec 25, 1991",-0
"Dec 26, 1991",22.714
"Dec 27, 1991",32.962
"Dec 28, 1991",28.804
"Dec 29, 1991",32.781
"Dec 30, 1991",37.316
"Dec 31, 1991",28.559
"Jan 1, 1992",29.257
"Jan 2, 1992",38.03
"Jan 3, 1992",-0
"Jan 4, 1992",-0
"Jan 5, 1992",-0
"Jan 6, 1992",-0
"Jan 7, 1992",29.445
"Jan 8, 1992",21.578
"Jan 9, 1992",28.179
"Jan 10, 1992",-0
"Jan 11, 1992",-0
"Jan 12, 1992",39.653
"Jan 13, 1992",20.495
"Jan 14, 1992",18.967
"Jan 15, 1992",33.528
"Jan 16, 1992",35.953
"Jan 17, 1992",26.392
"Jan 18, 1992",34.949
"Jan 19, 1992",-0
"Jan 20, 1992",-0
"Jan 21, 1992",26.982
"Jan 22, 1992",25.373
"Jan 23, 1992",25.932
"Jan 24, 1992",24.809
"Jan 25, 1992",27.115
"Jan 26, 1992",28.022
"Jan 27, 1992",25.602
"Jan 28, 1992",31.908
"Jan 29, 1992",32.859
"Jan 30, 1992",33.464
"Jan 31, 1992",33.523
"Feb 1, 1992",27.991
"Feb 2, 1992",-0
"Feb 3, 1992",-0
"Feb 4, 1992",28.828
"Feb 5, 1992",-0
"Feb 6, 1992",26.625
"Feb 7, 1992",-0
"Feb 8, 1992",23.991
"Feb 9, 1992",25.932
"Feb 10, 1992",-0
"Feb 11, 1992",-0
"Feb 12, 1992",-0
"Feb 13, 1992",-0
"Feb 14, 1992",26.17
"Feb 15, 1992",27.717
"Feb 16, 1992",36.06
"Feb 17, 1992",24.764
"Feb 18, 1992",20.935
"Feb 19, 1992",26.27
"Feb 20, 1992",26.582
"Feb 21, 1992",33.25
"Feb 22, 1992",30.865
"Feb 23, 1992",39.251
"Feb 24, 1992",39.458
"Feb 25, 1992",27.924
"Feb 26, 1992",51.898
"Feb 27, 1992",48.931
"Feb 28, 1992",36.122
"Feb 29, 1992",43.962
"Mar 1, 1992",-0
"Mar 2, 1992",-0
"Mar 3, 1992",-0
"Mar 4, 1992",37.987
"Mar 5, 1992",32.926
"Mar 6, 1992",29.043
"Mar 7, 1992",-0
"Mar 8, 1992",-0
"Mar 9, 1992",-0
"Mar 10, 1992",25.775
"Mar 11, 1992",31.777
"Mar 12, 1992",30.941
"Mar 13, 1992",30.623
"Mar 14, 1992",31.827
"Mar 15, 1992",35.855
"Mar 16, 1992",48.591
"Mar 17, 1992",-0
"Mar 18, 1992",48.26
"Mar 19, 1992",28.781
"Mar 20, 1992",52.274
"Mar 21, 1992",59.717
"Mar 22, 1992",45.749
"Mar 23, 1992",50.121
"Mar 24, 1992",37.773
"Mar 25, 1992",44.574
"Mar 26, 1992",49.333
"Mar 27, 1992",-0
"Mar 28, 1992",-0
"Mar 29, 1992",27.225
"Mar 30, 1992",32.669
"Mar 31, 1992",42.754
"Apr 1, 1992",-0
"Apr 2, 1992",-0
"Apr 3, 1992",25.466
"Apr 4, 1992",24.595
"Apr 5, 1992",38.173
"Apr 6, 1992",30.044
"Apr 7, 1992",28.36
"Apr 8, 1992",31.208
"Apr 9, 1992",33.571
"Apr 10, 1992",35.815
"Apr 11, 1992",33.476
"Apr 12, 1992",-0
"Apr 13, 1992",43.075
"Apr 14, 1992",39.51
"Apr 15, 1992",42.478
"Apr 16, 1992",34.489
"Apr 17, 1992",31.743
"Apr 18, 1992",56.189
"Apr 19, 1992",45.321
"Apr 20, 1992",36.122
"Apr 21, 1992",37.916
"Apr 22, 1992",48.529
"Apr 23, 1992",36.828
"Apr 24, 1992",40.445
"Apr 25, 1992",41.49
"Apr 26, 1992",42.423
"Apr 27, 1992",43.803
"Apr 28, 1992",56.086
"Apr 29, 1992",52.565
"Apr 30, 1992",54.161
"May 1, 1992",56.074
"May 2, 1992",-0
"May 3, 1992",-0
"May 4, 1992",-0
"May 5, 1992",-0
"May 6, 1992",-0
"May 7, 1992",35.267
"May 8, 1992",37.433
"May 9, 1992",49.74
"May 10, 1992",46.187
"May 11, 1992",40.793
"May 12, 1992",31.486
"May 13, 1992",33.588
"May 14, 1992",41.871
"May 15, 1992",40.315
"May 16, 1992",40.422
"May 17, 1992",-0
"May 18, 1992",-0
"May 19, 1992",-0
"May 20, 1992",-0
"May 21, 1992",-0
"May 22, 1992",-0
"May 23, 1992",-0
"May 24, 1992",-0
"May 25, 1992",27.753
"May 26, 1992",-0
"May 27, 1992",-0
"May 28, 1992",29.316
"May 29, 1992",-0
"May 30, 1992",30.237
"May 31, 1992",32.429
"Jun 1, 1992",38.473
"Jun 2, 1992",38.551
"Jun 3, 1992",42.14
"Jun 4, 1992",43.834
"Jun 5, 1992",53.152
"Jun 6, 1992",-0
"Jun 7, 1992",-0
"Jun 8, 1992",42.159
"Jun 9, 1992",39.665
"Jun 10, 1992",42.182
"Jun 11, 1992",45.63
"Jun 12, 1992",48.574
"Jun 13, 1992",56.919
"Jun 14, 1992",69.497
"Jun 15, 1992",72.358
"Jun 16, 1992",70.963
"Jun 17, 1992",56.736
"Jun 18, 1992",62.785
"Jun 19, 1992",60.817
"Jun 20, 1992",-0
"Jun 21, 1992",44.343
"Jun 22, 1992",-0
"Jun 23, 1992",-0
"Jun 24, 1992",56.122
"Jun 25, 1992",63.713
"Jun 26, 1992",61.409
"Jun 27, 1992",66.782
"Jun 28, 1992",68.02
"Jun 29, 1992",72.917
"Jun 30, 1992",79.618
"Jul 1, 1992",91.699
"Jul 2, 1992",69.405
"Jul 3, 1992",61.583
"Jul 4, 1992",59.594
"Jul 5, 1992",67.061
"Jul 6, 1992",69.39
"Jul 7, 1992",-0
"Jul 8, 1992",61.497
"Jul 9, 1992",-0
"Jul 10, 1992",-0
"Jul 11, 1992",-0
"Jul 12, 1992",47.365
"Jul 13, 1992",38.737
"Jul 14, 1992",38.773
"Jul 15, 1992",43.575
"Jul 16, 1992",48.155
"Jul 17, 1992",50.618
"Jul 18, 1992",-0
"Jul 19, 1992",42.973
"Jul 20, 1992",41.833
"Jul 21, 1992",-0
"Jul 22, 1992",-0
"Jul 23, 1992",-0
"Jul 24, 1992",-0
"Jul 25, 1992",-0
"Jul 26, 1992",-0
"Jul 27, 1992",-0
"Jul 28, 1992",-0
"Jul 29, 1992",26.277
"Jul 30, 1992",-0
"Jul 31, 1992",25.292
"Aug 1, 1992",-0
"Aug 2, 1992",23.822
"Aug 3, 1992",25.388
"Aug 4, 1992",-0
"Aug 5, 1992",-0
"Aug 6, 1992",-0
"Aug 7, 1992",-0
"Aug 8, 1992",-0
"Aug 9, 1992",-0
"Aug 10, 1992",17.011
"Aug 11, 1992",18.318
"Aug 12, 1992",-0
"Aug 13, 1992",25.618
"Aug 14, 1992",18.777
"Aug 15, 1992",-0
"Aug 16, 1992",-0
"Aug 17, 1992",25.625
"Aug 18, 1992",-0
"Aug 19, 1992",25.818
"Aug 20, 1992",-0
"Aug 21, 1992",-0
"Aug 22, 1992",-0
"Aug 23, 1992",-0
"Aug 24, 1992",-0
"Aug 25, 1992",13.054
"Aug 26, 1992",16.731
"Aug 27, 1992",-0
"Aug 28, 1992",-0
"Aug 29, 1992",-0
"Aug 30, 1992",24.683
"Aug 31, 1992",25.138
"Sep 1, 1992",27.489
"Sep 2, 1992",23.251
"Sep 3, 1992",24.647
"Sep 4, 1992",34.63
"Sep 5, 1992",32.938
"Sep 6, 1992",30.518
"Sep 7, 1992",30.151
"Sep 8, 1992",33.721
"Sep 9, 1992",38.359
"Sep 10, 1992",32.305
"Sep 11, 1992",32.867
"Sep 12, 1992",32
"Sep 13, 1992",-0
"Sep 14, 1992",32.659
"Sep 15, 1992",-0
"Sep 16, 1992",-0
"Sep 17, 1992",28.543
"Sep 18, 1992",-0
"Sep 19, 1992",-0
"Sep 20, 1992",-0
"Sep 21, 1992",26.868
"Sep 22, 1992",27.993
"Sep 23, 1992",29.742
"Sep 24, 1992",27.025
"Sep 25, 1992",36.959
"Sep 26, 1992",25.28
"Sep 27, 1992",27.317
"Sep 28, 1992",43.327
"Sep 29, 1992",48.869
"Sep 30, 1992",42.411
"Oct 1, 1992",43.149
"Oct 2, 1992",33.395
"Oct 3, 1992",40.524
"Oct 4, 1992",47.534
"Oct 5, 1992",47.089
"Oct 6, 1992",48.093
"Oct 7, 1992",37.952
"Oct 8, 1992",42.411
"Oct 9, 1992",53.55
"Oct 10, 1992",39.367
"Oct 11, 1992",42.696
"Oct 12, 1992",41.235
"Oct 13, 1992",59.413
"Oct 14, 1992",64.029
"Oct 15, 1992",54.516
"Oct 16, 1992",48.041
"Oct 17, 1992",47.001
"Oct 18, 1992",48.096
"Oct 19, 1992",55.855
"Oct 20, 1992",-0
"Oct 21, 1992",47.356
"Oct 22, 1992",-0
"Oct 23, 1992",46.152
"Oct 24, 1992",-0
"Oct 25, 1992",-0
"Oct 26, 1992",28.253
"Oct 27, 1992",35.229
"Oct 28, 1992",-0
"Oct 29, 1992",41.024
"Oct 30, 1992",37.4
"Oct 31, 1992",40.862
"Nov 1, 1992",29.152
"Nov 2, 1992",39.053
"Nov 3, 1992",42.906
"Nov 4, 1992",47.479
"Nov 5, 1992",36.455
"Nov 6, 1992",30.044
"Nov 7, 1992",32.717
"Nov 8, 1992",47.934
"Nov 9, 1992",46.63
"Nov 10, 1992",49.671
"Nov 11, 1992",40.629
"Nov 12, 1992",39.77
"Nov 13, 1992",39.601
"Nov 14, 1992",41.066
"Nov 15, 1992",37.942
"Nov 16, 1992",40.55
"Nov 17, 1992",43.486
"Nov 18, 1992",40.905
"Nov 19, 1992",46.064
"Nov 20, 1992",68.47
"Nov 21, 1992",42.668
"Nov 22, 1992",-0
"Nov 23, 1992",-0
"Nov 24, 1992",41.664
"Nov 25, 1992",31.898
"Nov 26, 1992",44.51
"Nov 27, 1992",40.148
