date,bi
"Apr 14, 2011",99.436
"Apr 15, 2011",82.808
"Apr 16, 2011",65.2
"Apr 17, 2011",95.933
"Apr 18, 2011",103.041
"Apr 19, 2011",98.028
"Apr 20, 2011",79.989
"Apr 21, 2011",82.613
"Apr 22, 2011",96.162
"Apr 23, 2011",102.096
"Apr 24, 2011",105.962
"Apr 25, 2011",104.706
"Apr 26, 2011",109.105
"Apr 27, 2011",98.052
"Apr 28, 2011",74.42
"Apr 29, 2011",111.688
"Apr 30, 2011",115.631
"May 1, 2011",104.555
"May 2, 2011",95.103
"May 3, 2011",108.083
"May 4, 2011",87.876
"May 5, 2011",80.056
"May 6, 2011",84.82
"May 7, 2011",99.418
"May 8, 2011",113.919
"May 9, 2011",134.387
"May 10, 2011",108.931
"May 11, 2011",92.055
"May 12, 2011",74.01
"May 13, 2011",81.248
"May 14, 2011",95.1
"May 15, 2011",91.609
"May 16, 2011",105.509
"May 17, 2011",113.307
"May 18, 2011",105.853
"May 19, 2011",103.959
"May 20, 2011",80.51
"May 21, 2011",69.677
"May 22, 2011",86.097
"May 23, 2011",101.597
"May 24, 2011",119.4
"May 25, 2011",86.975
"May 26, 2011",94.512
"May 27, 2011",104.367
"May 28, 2011",107.971
"May 29, 2011",125.9
"May 30, 2011",116.637
"May 31, 2011",83.231
"Jun 1, 2011",87.076
"Jun 2, 2011",103.445
"Jun 3, 2011",106.43
"Jun 4, 2011",94.732
"Jun 5, 2011",80.5
"Jun 6, 2011",91.012
"Jun 7, 2011",102.295
"Jun 8, 2011",117.375
"Jun 9, 2011",109.665
"Jun 10, 2011",95.672
"Jun 11, 2011",99.783
"Jun 12, 2011",106.993
"Jun 13, 2011",102.219
"Jun 14, 2011",101.449
"Jun 15, 2011",99.233
"Jun 16, 2011",121.665
"Jun 17, 2011",121.804
"Jun 18, 2011",120.316
"Jun 19, 2011",136.471
"Jun 20, 2011",122.479
"Jun 21, 2011",85.937
"Jun 22, 2011",80.895
"Jun 23, 2011",105.081
"Jun 24, 2011",107.151
"Jun 25, 2011",92.93
"Jun 26, 2011",84.194
"Jun 27, 2011",83.277
"Jun 28, 2011",0
"Jun 29, 2011",0
"Jun 30, 2011",70.847
"Jul 1, 2011",84.436
"Jul 2, 2011",88.485
"Jul 3, 2011",74.823
"Jul 4, 2011",0
"Jul 5, 2011",61.327
"Jul 6, 2011",0
"Jul 7, 2011",57.512
"Jul 8, 2011",0
"Jul 9, 2011",0
"Jul 10, 2011",57.348
"Jul 11, 2011",0
"Jul 12, 2011",0
"Jul 13, 2011",60.693
"Jul 14, 2011",62.349
"Jul 15, 2011",60.977
"Jul 16, 2011",0
"Jul 17, 2011",0
"Jul 18, 2011",0
"Jul 19, 2011",0
"Jul 20, 2011",0
"Jul 21, 2011",0
"Jul 22, 2011",0
"Jul 23, 2011",0
"Jul 24, 2011",0
"Jul 25, 2011",0
"Jul 26, 2011",0
"Jul 27, 2011",34.424
"Jul 28, 2011",0
"Jul 29, 2011",0
"Jul 30, 2011",0
"Jul 31, 2011",0
"Aug 1, 2011",0
"Aug 2, 2011",27.835
"Aug 3, 2011",0
"Aug 4, 2011",32.78
"Aug 5, 2011",0
"Aug 6, 2011",34.649
"Aug 7, 2011",40.506
"Aug 8, 2011",42.353
"Aug 9, 2011",40.48
"Aug 10, 2011",40.122
"Aug 11, 2011",0
"Aug 12, 2011",0
"Aug 13, 2011",0
"Aug 14, 2011",24.641
"Aug 15, 2011",0
"Aug 16, 2011",0
"Aug 17, 2011",23.348
"Aug 18, 2011",0
"Aug 19, 2011",27.14
"Aug 20, 2011",27.705
"Aug 21, 2011",24.925
"Aug 22, 2011",0
"Aug 23, 2011",27.554
"Aug 24, 2011",0
"Aug 25, 2011",0
"Aug 26, 2011",38.603
"Aug 27, 2011",33.306
"Aug 28, 2011",30.144
"Aug 29, 2011",0
"Aug 30, 2011",0
"Aug 31, 2011",0
"Sep 1, 2011",33.071
"Sep 2, 2011",27.527
"Sep 3, 2011",40.291
"Sep 4, 2011",0
"Sep 5, 2011",46.979
"Sep 6, 2011",38.617
"Sep 7, 2011",0
"Sep 8, 2011",35.258
"Sep 9, 2011",0
"Sep 10, 2011",0
"Sep 11, 2011",0
"Sep 12, 2011",0
"Sep 13, 2011",0
"Sep 14, 2011",0
"Sep 15, 2011",0
"Sep 16, 2011",0
"Sep 17, 2011",34.342
"Sep 18, 2011",32.441
"Sep 19, 2011",30.875
"Sep 20, 2011",33.907
"Sep 21, 2011",42.878
"Sep 22, 2011",0
"Sep 23, 2011",35.123
"Sep 24, 2011",38.211
"Sep 25, 2011",54.208
"Sep 26, 2011",51.216
"Sep 27, 2011",0
"Sep 28, 2011",0
"Sep 29, 2011",45.579
"Sep 30, 2011",57.748
"Oct 1, 2011",0
"Oct 2, 2011",0
"Oct 3, 2011",0
"Oct 4, 2011",0
"Oct 5, 2011",52.559
"Oct 6, 2011",54.75
"Oct 7, 2011",44.352
"Oct 8, 2011",34.677
"Oct 9, 2011",35.486
"Oct 10, 2011",39.381
"Oct 11, 2011",48.334
"Oct 12, 2011",50.146
"Oct 13, 2011",45.27
"Oct 14, 2011",52.2
"Oct 15, 2011",42.752
"Oct 16, 2011",44.147
"Oct 17, 2011",69.225
"Oct 18, 2011",60.425
"Oct 19, 2011",60.172
"Oct 20, 2011",64.092
"Oct 21, 2011",49.237
"Oct 22, 2011",49.46
"Oct 23, 2011",49.721
"Oct 24, 2011",0
"Oct 25, 2011",53.25
"Oct 26, 2011",60.582
"Oct 27, 2011",50.344
"Oct 28, 2011",42.667
"Oct 29, 2011",46.568
"Oct 30, 2011",42.787
"Oct 31, 2011",46.105
"Nov 1, 2011",58.256
"Nov 2, 2011",63.291
"Nov 3, 2011",76.039
"Nov 4, 2011",74.084
"Nov 5, 2011",0
"Nov 6, 2011",36.827
"Nov 7, 2011",0
"Nov 8, 2011",42.456
"Nov 9, 2011",47.189
"Nov 10, 2011",62.754
"Nov 11, 2011",49.68
"Nov 12, 2011",0
"Nov 13, 2011",0
"Nov 14, 2011",32.611
"Nov 15, 2011",40.541
"Nov 16, 2011",36.913
"Nov 17, 2011",38.508
"Nov 18, 2011",42.761
"Nov 19, 2011",55.694
"Nov 20, 2011",48.002
"Nov 21, 2011",0
"Nov 22, 2011",37.723
"Nov 23, 2011",48.314
"Nov 24, 2011",0
"Nov 25, 2011",0
"Nov 26, 2011",36.908
"Nov 27, 2011",40.859
"Nov 28, 2011",33.027
"Nov 29, 2011",36.118
"Nov 30, 2011",42.722
"Dec 1, 2011",75.113
"Dec 2, 2011",0
"Dec 3, 2011",49.203
"Dec 4, 2011",0
"Dec 5, 2011",38.84
"Dec 6, 2011",39.476
"Dec 7, 2011",43.769
"Dec 8, 2011",40.166
"Dec 9, 2011",40.672
"Dec 10, 2011",61.681
"Dec 11, 2011",46.381
"Dec 12, 2011",0
"Dec 13, 2011",0
"Dec 14, 2011",0
"Dec 15, 2011",30.052
"Dec 16, 2011",54.389
"Dec 17, 2011",56.149
"Dec 18, 2011",0
"Dec 19, 2011",0
"Dec 20, 2011",28.849
"Dec 21, 2011",26.322
"Dec 22, 2011",33.723
"Dec 23, 2011",35.356
"Dec 24, 2011",0
"Dec 25, 2011",39.808
"Dec 26, 2011",41.311
"Dec 27, 2011",34.983
"Dec 28, 2011",39.398
"Dec 29, 2011",34.56
"Dec 30, 2011",36.924
"Dec 31, 2011",42.281
"Jan 1, 2012",51.558
"Jan 2, 2012",58.023
"Jan 3, 2012",46.095
"Jan 4, 2012",51.715
"Jan 5, 2012",50.063
"Jan 6, 2012",50.519
"Jan 7, 2012",52.643
"Jan 8, 2012",53.619
"Jan 9, 2012",48.417
"Jan 10, 2012",37.74
"Jan 11, 2012",51.579
"Jan 12, 2012",53.388
"Jan 13, 2012",49.129
"Jan 14, 2012",56.813
"Jan 15, 2012",51.19
"Jan 16, 2012",0
"Jan 17, 2012",39.362
"Jan 18, 2012",34.404
"Jan 19, 2012",47.861
"Jan 20, 2012",58.586
"Jan 21, 2012",61.276
"Jan 22, 2012",76.186
"Jan 23, 2012",58.007
"Jan 24, 2012",60.421
"Jan 25, 2012",54.643
"Jan 26, 2012",48.199
"Jan 27, 2012",57.226
"Jan 28, 2012",56.973
"Jan 29, 2012",58.304
"Jan 30, 2012",55.104
"Jan 31, 2012",66.181
"Feb 1, 2012",54.2
"Feb 2, 2012",69.548
"Feb 3, 2012",70.137
"Feb 4, 2012",56.121
"Feb 5, 2012",70.54
"Feb 6, 2012",60.419
"Feb 7, 2012",58.039
"Feb 8, 2012",69.129
"Feb 9, 2012",56.342
"Feb 10, 2012",56.142
"Feb 11, 2012",55.511
"Feb 12, 2012",72.758
"Feb 13, 2012",70.353
"Feb 14, 2012",70.813
"Feb 15, 2012",60.028
"Feb 16, 2012",0
"Feb 17, 2012",0
"Feb 18, 2012",45.888
"Feb 19, 2012",48.241
"Feb 20, 2012",51.739
"Feb 21, 2012",41.091
"Feb 22, 2012",50.451
"Feb 23, 2012",70.923
"Feb 24, 2012",63.333
"Feb 25, 2012",53.193
"Feb 26, 2012",62.403
"Feb 27, 2012",73.481
"Feb 28, 2012",88.122
"Feb 29, 2012",61.63
"Mar 1, 2012",73.421
"Mar 2, 2012",88.68
"Mar 3, 2012",74.835
"Mar 4, 2012",55.659
"Mar 5, 2012",58.932
"Mar 6, 2012",81.053
"Mar 7, 2012",124.167
"Mar 8, 2012",81.903
"Mar 9, 2012",91.222
"Mar 10, 2012",64.345
"Mar 11, 2012",67.189
"Mar 12, 2012",61.055
"Mar 13, 2012",68.972
"Mar 14, 2012",69.167
"Mar 15, 2012",63.678
"Mar 16, 2012",77.27
"Mar 17, 2012",105.846
"Mar 18, 2012",0
"Mar 19, 2012",0
"Mar 20, 2012",0
"Mar 21, 2012",57.92
"Mar 22, 2012",61.745
"Mar 23, 2012",62.78
"Mar 24, 2012",56.538
"Mar 25, 2012",78.827
"Mar 26, 2012",81.585
"Mar 27, 2012",59.826
"Mar 28, 2012",60.21
"Mar 29, 2012",74.945
"Mar 30, 2012",84.014
"Mar 31, 2012",83.664
"Apr 1, 2012",96.325
"Apr 2, 2012",100.932
"Apr 3, 2012",75.008
"Apr 4, 2012",67.534
"Apr 5, 2012",74.97
"Apr 6, 2012",78.422
"Apr 7, 2012",71.75
"Apr 8, 2012",73.219
"Apr 9, 2012",77.05
"Apr 10, 2012",81.383
"Apr 11, 2012",101.158
"Apr 12, 2012",86.377
"Apr 13, 2012",78.465
"Apr 14, 2012",0
"Apr 15, 2012",78.318
"Apr 16, 2012",58.257
"Apr 17, 2012",69.582
"Apr 18, 2012",79.46
"Apr 19, 2012",89.085
"Apr 20, 2012",75.441
"Apr 21, 2012",56.256
"Apr 22, 2012",77.451
"Apr 23, 2012",79.119
"Apr 24, 2012",84.518
"Apr 25, 2012",85.23
"Apr 26, 2012",111.432
"Apr 27, 2012",80.385
"Apr 28, 2012",78.082
"Apr 29, 2012",83.729
"Apr 30, 2012",75.068
"May 1, 2012",80.809
"May 2, 2012",87.379
"May 3, 2012",80.761
"May 4, 2012",82.892
"May 5, 2012",85.354
"May 6, 2012",90.385
"May 7, 2012",97.633
"May 8, 2012",82.215
"May 9, 2012",0
"May 10, 2012",62.334
"May 11, 2012",94.617
"May 12, 2012",78.077
"May 13, 2012",76.126
"May 14, 2012",82.256
"May 15, 2012",95.661
"May 16, 2012",102.418
"May 17, 2012",84.753
"May 18, 2012",109.266
"May 19, 2012",93.693
"May 20, 2012",77.564
"May 21, 2012",78.894
"May 22, 2012",97.945
"May 23, 2012",132.249
"May 24, 2012",135.47
"May 25, 2012",137.83
"May 26, 2012",127.392
"May 27, 2012",94.319
"May 28, 2012",85.976
"May 29, 2012",93.138
"May 30, 2012",98.856
"May 31, 2012",96.44
"Jun 1, 2012",69.797
"Jun 2, 2012",103.844
"Jun 3, 2012",99.199
"Jun 4, 2012",102.209
"Jun 5, 2012",92.808
"Jun 6, 2012",96.224
"Jun 7, 2012",99.856
"Jun 8, 2012",93.605
"Jun 9, 2012",113.03
"Jun 10, 2012",119.335
"Jun 11, 2012",91.333
"Jun 12, 2012",86.005
"Jun 13, 2012",92.187
"Jun 14, 2012",99.674
"Jun 15, 2012",91.352
"Jun 16, 2012",0
"Jun 17, 2012",72.469
"Jun 18, 2012",102.405
"Jun 19, 2012",114.378
"Jun 20, 2012",101.918
"Jun 21, 2012",93.789
"Jun 22, 2012",74.936
"Jun 23, 2012",67.148
"Jun 24, 2012",74.082
"Jun 25, 2012",76.506
"Jun 26, 2012",0
"Jun 27, 2012",62.925
"Jun 28, 2012",76.16
"Jun 29, 2012",0
"Jun 30, 2012",99.155
"Jul 1, 2012",0
"Jul 2, 2012",73.92
"Jul 3, 2012",0
"Jul 4, 2012",0
"Jul 5, 2012",52.449
"Jul 6, 2012",56.481
"Jul 7, 2012",0
"Jul 8, 2012",0
"Jul 9, 2012",40.271
"Jul 10, 2012",53.66
"Jul 11, 2012",65.812
"Jul 12, 2012",62.905
"Jul 13, 2012",41.381
"Jul 14, 2012",45.422
"Jul 15, 2012",0
"Jul 16, 2012",0
"Jul 17, 2012",0
"Jul 18, 2012",60.526
"Jul 19, 2012",0
"Jul 20, 2012",0
"Jul 21, 2012",0
"Jul 22, 2012",0
"Jul 23, 2012",0
"Jul 24, 2012",0
"Jul 25, 2012",55.22
"Jul 26, 2012",0
"Jul 27, 2012",0
"Jul 28, 2012",0
"Jul 29, 2012",43.663
"Jul 30, 2012",0
"Jul 31, 2012",0
"Aug 1, 2012",40.139
"Aug 2, 2012",44.438
"Aug 3, 2012",0
"Aug 4, 2012",0
"Aug 5, 2012",0
"Aug 6, 2012",45.351
"Aug 7, 2012",0
"Aug 8, 2012",0
"Aug 9, 2012",0
"Aug 10, 2012",59.707
"Aug 11, 2012",56.739
"Aug 12, 2012",47.99
"Aug 13, 2012",0
"Aug 14, 2012",0
"Aug 15, 2012",0
"Aug 16, 2012",0
"Aug 17, 2012",0
"Aug 18, 2012",0
"Aug 19, 2012",0
"Aug 20, 2012",23.491
"Aug 21, 2012",27.023
"Aug 22, 2012",26.615
"Aug 23, 2012",0
"Aug 24, 2012",26.34
"Aug 25, 2012",28.673
"Aug 26, 2012",0
"Aug 27, 2012",26.341
"Aug 28, 2012",32.712
"Aug 29, 2012",26.29
"Aug 30, 2012",23.98
"Aug 31, 2012",28.369
"Sep 1, 2012",26.739
"Sep 2, 2012",27.924
"Sep 3, 2012",0
"Sep 4, 2012",0
"Sep 5, 2012",0
"Sep 6, 2012",0
"Sep 7, 2012",0
"Sep 8, 2012",28.496
"Sep 9, 2012",35.009
"Sep 10, 2012",0
"Sep 11, 2012",0
"Sep 12, 2012",0
"Sep 13, 2012",0
"Sep 14, 2012",36.073
"Sep 15, 2012",32.998
"Sep 16, 2012",26.293
"Sep 17, 2012",35.196
"Sep 18, 2012",32.673
"Sep 19, 2012",29.441
"Sep 20, 2012",28.36
"Sep 21, 2012",36.778
"Sep 22, 2012",35.412
"Sep 23, 2012",41.946
"Sep 24, 2012",39.996
"Sep 25, 2012",47.433
"Sep 26, 2012",44.063
"Sep 27, 2012",40.618
"Sep 28, 2012",0
"Sep 29, 2012",29.514
"Sep 30, 2012",35.879
"Oct 1, 2012",47.981
"Oct 2, 2012",46.394
"Oct 3, 2012",57.858
"Oct 4, 2012",56.188
"Oct 5, 2012",57.139
"Oct 6, 2012",56.752
"Oct 7, 2012",54.737
"Oct 8, 2012",51.091
"Oct 9, 2012",49.252
"Oct 10, 2012",52.764
"Oct 11, 2012",56.572
"Oct 12, 2012",63.971
"Oct 13, 2012",48.237
"Oct 14, 2012",54.36
"Oct 15, 2012",53.446
"Oct 16, 2012",56.655
"Oct 17, 2012",63.225
"Oct 18, 2012",56.768
"Oct 19, 2012",44.384
"Oct 20, 2012",54.907
"Oct 21, 2012",57.653
"Oct 22, 2012",49.508
"Oct 23, 2012",45.676
"Oct 24, 2012",52.186
"Oct 25, 2012",50.553
"Oct 26, 2012",63.729
"Oct 27, 2012",68.567
"Oct 28, 2012",47.092
"Oct 29, 2012",44.156
"Oct 30, 2012",51.97
"Oct 31, 2012",49.025
"Nov 1, 2012",55.948
"Nov 2, 2012",55.573
"Nov 3, 2012",53.807
"Nov 4, 2012",47.034
"Nov 5, 2012",49.458
"Nov 6, 2012",48.148
"Nov 7, 2012",50.792
"Nov 8, 2012",70.856
"Nov 9, 2012",0
"Nov 10, 2012",78.987
"Nov 11, 2012",62.736
"Nov 12, 2012",73.753
"Nov 13, 2012",64.964
"Nov 14, 2012",71.144
"Nov 15, 2012",51.748
"Nov 16, 2012",66.227
"Nov 17, 2012",49.602
"Nov 18, 2012",0
"Nov 19, 2012",41.881
"Nov 20, 2012",55.358
"Nov 21, 2012",53.459
"Nov 22, 2012",49.797
"Nov 23, 2012",60.908
"Nov 24, 2012",68.894
"Nov 25, 2012",55.794
"Nov 26, 2012",62.363
"Nov 27, 2012",58.442
"Nov 28, 2012",60.318
"Nov 29, 2012",56.379
"Nov 30, 2012",53.818
"Dec 1, 2012",53.953
"Dec 2, 2012",66.541
"Dec 3, 2012",70.493
"Dec 4, 2012",62.107
"Dec 5, 2012",62.188
"Dec 6, 2012",71.412
"Dec 7, 2012",69.992
"Dec 8, 2012",67.45
"Dec 9, 2012",76.785
"Dec 10, 2012",67.939
"Dec 11, 2012",61.967
"Dec 12, 2012",60.01
"Dec 13, 2012",0
"Dec 14, 2012",0
"Dec 15, 2012",69.921
"Dec 16, 2012",0
"Dec 17, 2012",50.53
"Dec 18, 2012",51.75
"Dec 19, 2012",78.128
"Dec 20, 2012",60.918
"Dec 21, 2012",71.772
"Dec 22, 2012",52.973
"Dec 23, 2012",51.071
"Dec 24, 2012",65.606
"Dec 25, 2012",71.286
"Dec 26, 2012",58.167
"Dec 27, 2012",76.701
"Dec 28, 2012",60.775
"Dec 29, 2012",68.07
"Dec 30, 2012",74.381
"Dec 31, 2012",0
"Jan 1, 2013",43.076
"Jan 2, 2013",56.274
"Jan 3, 2013",59.086
"Jan 4, 2013",51.799
"Jan 5, 2013",37.577
"Jan 6, 2013",56.373
"Jan 7, 2013",53.164
"Jan 8, 2013",54.963
"Jan 9, 2013",57.402
"Jan 10, 2013",57.236
"Jan 11, 2013",85.108
"Jan 12, 2013",55.034
"Jan 13, 2013",42.482
"Jan 14, 2013",56.466
"Jan 15, 2013",57.574
"Jan 16, 2013",63.421
"Jan 17, 2013",77.515
"Jan 18, 2013",64.485
"Jan 19, 2013",44.333
"Jan 20, 2013",57.374
"Jan 21, 2013",50.57
"Jan 22, 2013",46.729
"Jan 23, 2013",52.825
"Jan 24, 2013",53.966
"Jan 25, 2013",42.871
"Jan 26, 2013",0
"Jan 27, 2013",44.637
"Jan 28, 2013",0
"Jan 29, 2013",0
"Jan 30, 2013",47.384
"Jan 31, 2013",42.199
"Feb 1, 2013",44.659
"Feb 2, 2013",47.714
"Feb 3, 2013",51.98
"Feb 4, 2013",48.811
"Feb 5, 2013",44.306
"Feb 6, 2013",51.387
"Feb 7, 2013",47.116
"Feb 8, 2013",58.407
"Feb 9, 2013",83.121
"Feb 10, 2013",55.863
"Feb 11, 2013",61.461
"Feb 12, 2013",58.069
"Feb 13, 2013",45.133
"Feb 14, 2013",46.243
"Feb 15, 2013",59.895
"Feb 16, 2013",69.207
"Feb 17, 2013",69.164
"Feb 18, 2013",71.392
"Feb 19, 2013",74.773
"Feb 20, 2013",0
"Feb 21, 2013",63.515
"Feb 22, 2013",47.766
"Feb 23, 2013",45.199
"Feb 24, 2013",69.279
"Feb 25, 2013",65.993
"Feb 26, 2013",59.875
"Feb 27, 2013",58.758
"Feb 28, 2013",61.619
"Mar 1, 2013",58.249
"Mar 2, 2013",49.507
"Mar 3, 2013",70.767
"Mar 4, 2013",94.337
"Mar 5, 2013",74.29
"Mar 6, 2013",66.442
"Mar 7, 2013",74.809
"Mar 8, 2013",0
"Mar 9, 2013",0
"Mar 10, 2013",49.546
"Mar 11, 2013",41.3
"Mar 12, 2013",48.055
"Mar 13, 2013",56.181
"Mar 14, 2013",58.781
"Mar 15, 2013",55.183
"Mar 16, 2013",80.288
"Mar 17, 2013",92.473
"Mar 18, 2013",75.653
"Mar 19, 2013",77.232
"Mar 20, 2013",63.314
"Mar 21, 2013",82.176
"Mar 22, 2013",92.124
"Mar 23, 2013",101.684
"Mar 24, 2013",81.864
"Mar 25, 2013",75.878
"Mar 26, 2013",73.229
"Mar 27, 2013",84.961
"Mar 28, 2013",77.462
"Mar 29, 2013",70.612
"Mar 30, 2013",72.381
"Mar 31, 2013",78.333
"Apr 1, 2013",77.5
"Apr 2, 2013",79.933
"Apr 3, 2013",76.693
"Apr 4, 2013",66.673
"Apr 5, 2013",74.295
"Apr 6, 2013",83.196
"Apr 7, 2013",85.13
"Apr 8, 2013",108.717
"Apr 9, 2013",0
"Apr 10, 2013",72.953
"Apr 11, 2013",66.97
"Apr 12, 2013",61.88
"Apr 13, 2013",70.497
"Apr 14, 2013",93.278
"Apr 15, 2013",105.951
"Apr 16, 2013",110.526
"Apr 17, 2013",106.74
"Apr 18, 2013",84.605
"Apr 19, 2013",79.415
"Apr 20, 2013",80.742
"Apr 21, 2013",84.361
"Apr 22, 2013",88.215
"Apr 23, 2013",95.403
"Apr 24, 2013",85.583
"Apr 25, 2013",105.958
"Apr 26, 2013",80.678
"Apr 27, 2013",72.627
"Apr 28, 2013",68.607
"Apr 29, 2013",84.116
"Apr 30, 2013",95.805
"May 1, 2013",89.803
"May 2, 2013",93.131
"May 3, 2013",111.073
"May 4, 2013",82.323
"May 5, 2013",99.613
"May 6, 2013",94.569
"May 7, 2013",78.463
"May 8, 2013",75.377
"May 9, 2013",67.844
"May 10, 2013",57.619
"May 11, 2013",72.985
"May 12, 2013",89.6
"May 13, 2013",78.788
"May 14, 2013",69.678
"May 15, 2013",101.311
"May 16, 2013",93.732
"May 17, 2013",89.7
"May 18, 2013",92.701
"May 19, 2013",89.647
"May 20, 2013",94.505
"May 21, 2013",82.64
"May 22, 2013",84.346
"May 23, 2013",89.849
"May 24, 2013",80.48
"May 25, 2013",86.597
"May 26, 2013",93.477
"May 27, 2013",88.321
"May 28, 2013",99.747
"May 29, 2013",102.043
"May 30, 2013",92.343
"May 31, 2013",81.634
"Jun 1, 2013",77.274
"Jun 2, 2013",72.717
"Jun 3, 2013",91.382
"Jun 4, 2013",85.484
"Jun 5, 2013",85.45
"Jun 6, 2013",87.362
"Jun 7, 2013",75.888
"Jun 8, 2013",104.561
"Jun 9, 2013",114.127
"Jun 10, 2013",99.206
"Jun 11, 2013",94.063
"Jun 12, 2013",96.881
"Jun 13, 2013",100.557
"Jun 14, 2013",96.646
"Jun 15, 2013",0
"Jun 16, 2013",0
"Jun 17, 2013",70.163
"Jun 18, 2013",71.585
"Jun 19, 2013",84.685
"Jun 20, 2013",91.855
"Jun 21, 2013",92.896
"Jun 22, 2013",98.781
"Jun 23, 2013",96.461
"Jun 24, 2013",102.001
"Jun 25, 2013",90.947
"Jun 26, 2013",82.393
"Jun 27, 2013",97.683
"Jun 28, 2013",90.985
"Jun 29, 2013",84.556
"Jun 30, 2013",0
"Jul 1, 2013",67.437
"Jul 2, 2013",0
"Jul 3, 2013",0
"Jul 4, 2013",0
"Jul 5, 2013",0
"Jul 6, 2013",0
"Jul 7, 2013",0
"Jul 8, 2013",0
"Jul 9, 2013",0
"Jul 10, 2013",0
"Jul 11, 2013",0
"Jul 12, 2013",0
"Jul 13, 2013",0
"Jul 14, 2013",35.742
"Jul 15, 2013",0
"Jul 16, 2013",0
"Jul 17, 2013",0
"Jul 18, 2013",41.767
"Jul 19, 2013",0
"Jul 20, 2013",0
"Jul 21, 2013",0
"Jul 22, 2013",29.644
"Jul 23, 2013",0
"Jul 24, 2013",0
"Jul 25, 2013",0
"Jul 26, 2013",0
"Jul 27, 2013",0
"Jul 28, 2013",0
"Jul 29, 2013",26.859
"Jul 30, 2013",0
"Jul 31, 2013",0
"Aug 1, 2013",0
"Aug 2, 2013",0
"Aug 3, 2013",22.345
"Aug 4, 2013",0
"Aug 5, 2013",0
"Aug 6, 2013",0
"Aug 7, 2013",23.617
"Aug 8, 2013",24.277
"Aug 9, 2013",23.657
"Aug 10, 2013",0
"Aug 11, 2013",18.88
"Aug 12, 2013",0
"Aug 13, 2013",0
"Aug 14, 2013",0
"Aug 15, 2013",0
"Aug 16, 2013",19.104
"Aug 17, 2013",0
"Aug 18, 2013",0
"Aug 19, 2013",0
"Aug 20, 2013",0
"Aug 21, 2013",0
"Aug 22, 2013",17.038
"Aug 23, 2013",18.979
"Aug 24, 2013",0
"Aug 25, 2013",0
"Aug 26, 2013",18.311
"Aug 27, 2013",20.507
"Aug 28, 2013",21.78
"Aug 29, 2013",0
"Aug 30, 2013",0
"Aug 31, 2013",18.756
"Sep 1, 2013",20.519
"Sep 2, 2013",20.313
"Sep 3, 2013",0
"Sep 4, 2013",0
"Sep 5, 2013",26.418
"Sep 6, 2013",0
"Sep 7, 2013",0
"Sep 8, 2013",0
"Sep 9, 2013",0
"Sep 10, 2013",0
"Sep 11, 2013",0
"Sep 12, 2013",14.533
"Sep 13, 2013",20.311
"Sep 14, 2013",19.488
"Sep 15, 2013",17.598
"Sep 16, 2013",0
"Sep 17, 2013",25.113
"Sep 18, 2013",20.582
"Sep 19, 2013",0
"Sep 20, 2013",18.497
"Sep 21, 2013",22.368
"Sep 22, 2013",0
"Sep 23, 2013",27.091
"Sep 24, 2013",24.376
"Sep 25, 2013",28.608
"Sep 26, 2013",34.693
"Sep 27, 2013",30.693
"Sep 28, 2013",22.303
"Sep 29, 2013",21.404
"Sep 30, 2013",31.806
"Oct 1, 2013",36.071
"Oct 2, 2013",31.796
"Oct 3, 2013",33.997
"Oct 4, 2013",38.984
"Oct 5, 2013",31.05
"Oct 6, 2013",36.046
"Oct 7, 2013",37.848
"Oct 8, 2013",39.859
"Oct 9, 2013",49.212
"Oct 10, 2013",46.378
"Oct 11, 2013",32.506
"Oct 12, 2013",34.511
"Oct 13, 2013",41.479
"Oct 14, 2013",41.825
"Oct 15, 2013",32.683
"Oct 16, 2013",35.142
"Oct 17, 2013",32.562
"Oct 18, 2013",38.866
"Oct 19, 2013",34.751
"Oct 20, 2013",41.176
"Oct 21, 2013",42.005
"Oct 22, 2013",42.244
"Oct 23, 2013",45.458
"Oct 24, 2013",42.565
"Oct 25, 2013",39.334
"Oct 26, 2013",39.75
"Oct 27, 2013",47.748
"Oct 28, 2013",59.865
"Oct 29, 2013",59.659
"Oct 30, 2013",52.272
"Oct 31, 2013",41.62
"Nov 1, 2013",42.38
"Nov 2, 2013",51.39
"Nov 3, 2013",0
"Nov 4, 2013",41.474
"Nov 5, 2013",41.87
"Nov 6, 2013",42.142
"Nov 7, 2013",53.594
"Nov 8, 2013",39.099
"Nov 9, 2013",35.518
"Nov 10, 2013",35.896
"Nov 11, 2013",44.112
"Nov 12, 2013",60.553
"Nov 13, 2013",59.939
"Nov 14, 2013",38.77
"Nov 15, 2013",0
"Nov 16, 2013",58.691
"Nov 17, 2013",46.582
"Nov 18, 2013",30.709
"Nov 19, 2013",35.594
"Nov 20, 2013",43.077
"Nov 21, 2013",0
"Nov 22, 2013",0
"Nov 23, 2013",0
"Nov 24, 2013",0
"Nov 25, 2013",24.357
"Nov 26, 2013",33.016
"Nov 27, 2013",44.106
"Nov 28, 2013",32.968
"Nov 29, 2013",30.689
"Nov 30, 2013",28.224
"Dec 1, 2013",31.483
"Dec 2, 2013",36.727
"Dec 3, 2013",50.452
"Dec 4, 2013",65.912
"Dec 5, 2013",0
"Dec 6, 2013",37.635
"Dec 7, 2013",39.822
"Dec 8, 2013",53.322
"Dec 9, 2013",43.435
"Dec 10, 2013",48.766
